,input,true,prediction
3843,poruppetrathu,பொறுப்பேற்றது,"பொறுப்பெற்றது
"
3844,paandavarkalum,பாண்டவர்களும்,"பாண்டவர்களும்
"
3845,serwer,சர்வர்,"செர்வர்
"
3846,seythamaiyaal,செய்தமையால்,"செய்தமையால்
"
3847,geets,கீட்ஸ்,"கீட்ச்
"
3848,kadidhaththai,கடிதத்தை,"கடிதத்தை
"
3849,gooldan,கோல்டன்,"கோல்டன்
"
3850,makadha,மகத,"மகதா
"
3851,kulaththu,குளத்து,"குலத்து
"
3852,ezhumalayaan,ஏழுமலையான்,"எழுமலையான்
"
3853,padimaththin,படிமத்தின்,"படிமத்தின்
"
3854,saralamaaka,சரளமாக,"சரலமாக
"
3855,kondirukkiren,கொண்டிருக்கிறேன்,"கொண்டிருக்கிறேன்
"
3856,appadaththil,அப்படத்தில்,"அப்படத்தில்
"
3857,isaikkaruvi,இசைக்கருவி,"இசைக்கருவி
"
3858,thira,திற,"திரா
"
3859,todd,டாட்,"டோட்ட்
"
3860,novi,நோவி,"நோவி
"
3861,keet,கீட்ஸ்,"கீட்
"
3862,assiriyaraagap,ஆசிரியராகப்,"அச்சிரியராகப்
"
3863,beatti,பீட்டி,"பாட்டி
"
3864,thozhumpoothu,தொழும்போது,"தொழும்பூது
"
3865,kalandhukolkiraarkal,கலந்துகொள்கிறார்கள்,"கலந்துகொள்கிறார்கள்
"
3866,puraa,புறா,"புரா
"
3867,kavi,கவி,"கவவி
"
3868,tharunamaaka,தருணமாக,"தருணமாக
"
3869,veerzhchchikkum,வீழ்ச்சிக்கும்,"வீர்ழ்ச்சிக்கும்
"
3870,kelly,கெல்லி,"கெல்யி
"
3871,tooni,டோனி,"தூனி
"
3872,zunheboto,ஜுன்ஹிபோடோ,"என்நேபோடோ
"
3873,pathikkappatta,பதிக்கப்பட்ட,"பதிக்கப்பட்ட
"
3874,veliyaakkum,வெளியாக்கும்,"வெளியாக்கும்
"
3875,athileye,அதிலேயே,"அதிலெயே
"
3876,greene,கிரீணீ,"கிரீன்
"
3877,perunthootta,பெருந்தோட்ட,"பெருந்தூட்ட
"
3878,aagappvadhumillai,ஆகப்போவதுமில்லை,"ஆகப்ப்வதுமில்லை
"
3879,aagivida,ஆகிவிட,"ஆகிவிட
"
3880,terry,டெர்ரி,"தெர்யி
"
3881,kudiththirukkiraar,குடித்திருக்கிறார்,"குடித்திருக்கிறார்
"
3882,muchuleem,முசுலீம்,"முச்சுலீம்
"
3883,maheshwar,மஹேஷ்வர்,"மஹேஷ்வர்
"
3884,aeriya,ஏறிய,"ஏரிய
"
3885,seyalpadadha,செயல்படாத,"செயல்படத
"
3886,but,பூட்,"பு்்ட
"
3887,phoenix,ஃபோனிக்ஸ்,"பீனிக்
்
"
3888,aidu,அய்டு,"ஏடு
"
3889,poruppartra,பொறுப்பற்ற,"பொறுப்பற்ற
"
3890,vaarisugalukkum,வாரிசுகளுக்கும்,"வாரிசுகளுக்கும்
"
3891,baangaak,பாங்காக்,"பாங்காக்
"
3892,thoarruviththu,தோற்றுவித்து,"தோர்ருவித்து
"
3893,pirapu,பிரபு,"பிரபு
"
3894,maadhamaaga,மாதமாக,"மாதமாக
"
3895,thuulaith,தூளைத்,"துலைத்
"
3896,rakhecha,ரகேசா,"ரக்்ச்சா
"
3897,odissei,ஒடிசி,"ஒடிச்செய்
"
3898,keat,கீட்ஸ்,கேட்ட
3899,nadu,நடு,"நடு
"
3900,kalalai,கழலை,"கலலை
"
3901,appadiya,அப்படியா,"அப்படிய
"
3902,bathilaliththa,பதிலளித்த,"பதிலலித்த
"
3903,abinaya,அபிநய,"அபினய
ா"
3904,nukeykodaa,நுகேகோடா,"நுகேயெகோடா
"
3905,tamilakatthukku,தமிழகத்துக்கு,"தமிழக்துக்குகு
"
3906,amaithiyum,அமைதியும்,"அமைதியும்
"
3907,emily,எமிலி,"எமில்
"
3908,thokaiyin,தொகையின்,"தொக்கியின்
"
3909,asheville,ஆஷ்வில்லே,"அஷ்வேவில்ல
"
3910,ameriqa,அமெரிக்கா,"அமேரிகா
"
3911,kaalaantil,காலாண்டில்,"காலாண்டில்
"
3912,davenport,டவன்போர்ட்,டவவ்்பர்்்்
3913,mahaayana,மகாயான,"மஹாயன
"
3914,kiriththavargal,கிறித்தவர்கள்,"கிரித்தவர்கள்
"
3915,puthuvaiyil,புதுவையில்,"புதுவையில்
"
3916,alangaaraththidalil,அலங்காரத்திடலில்,"அலங்காரத்திடலில்
"
3917,padaitthaan,படைத்தான்,"படைத்தான்
"
3918,jaet,ஜெட்,"ஜேட்
"
3919,bayilvaan,பயில்வான்,"பயில்வான்
"
3920,inavaatham,இனவாதம்,"இணவாதம்
"
3921,umai,உமை,"உமை
"
3922,sedhamadaindha,சேதமடைந்த,"செதமடைந்த
"
3923,zinc,சிங்க்,"எின்க்
"
3924,neettik,நீட்டிக்,"நீட்டிக்
"
3925,mainpuri,மைன்புரி,"மைன்புரி
"
3926,panigazhai,பணிகளை,"பணிகழை
"
3927,balot,பலட்,"பாலோ்்
"
3928,virundhukkuththaan,விருந்துக்குத்தான்,"விருந்துக்குத்தான்
"
3929,golieth,கோலியாத்,"கோலியதத்
"
3930,thambathigalukku,தம்பதிகளுக்கு,"தம்பதிகளுக்கு
"
3931,polavum,போலவும்,"பொலவும்
"
3932,gujrati,குஜ்ராத்தி,"குஜ்ராட்
"
3933,santo,சாண்டோ,"சா்்டோ
"
3934,sorpa,சொற்ப,"சொர்பா
"
3935,wind,விண்ட்,"விண்ட்
"
3936,cankar,பிரபு,"கா்கக்
"
3937,padala,படல,"படல
"
3938,panigalaiyum,பணிகளையும்,"பணிகளையும்
"
3939,thondriyullathu,தோன்றியுள்ளது,"தொன்றியுள்ளது
"
3940,moolamoa,மூலமோ,"மூலமோ
"
3941,kulaththi,குளத்தை,"குலத்தி
"
3942,balangir,பலாங்கிர்,பலலங்கிர்
3943,madhdhiyatharaik,மத்தியதரைக்,"மத்தியதறைக்
"
3944,kuyili,குயிலி,"குயிலி
"
3945,airoppiya,அய்ரோப்பிய,"இரோப்பிய
"
3946,tamilakatthaich,தமிழகத்தைச்,"தமிழகத்தைச்
"
3947,aalana,ஆளான,"ஆளன
"
3948,ooraatchith,ஊராட்சித்,"சராட்சித்
"
3949,paniyaalargalai,பணியாளர்களை,"பணியாளர்களை
"
3950,paguppaaivu,பகுப்பாய்வு,"பகுப்பாய்வு
"
3951,kanojia,கனோஜியா,"கணோஜியா
"
3952,athigamaanathu,அதிகமானது,"அதிகமானது
"
3953,tough,டஃப்,"டுகா்்
"
3954,global,க்ளோபல்,"க்ளோபால்
"
3955,veel,வீல்,"வீல்
"
3956,pirathaesa,மத்தியப்,"பிரதேச
"
3957,ariyappattathu,அறியப்பட்டது,"அறியப்பட்டது
"
3958,chalukkiyar,சாளுக்கியர்,"சலுக்கியர்
"
3959,koduththaargal,கொடுத்தார்கள்,"கொடுத்தார்கள்
"
3960,narachimman,நரசிம்மன்,"நரச்சிம்மன்
"
3961,isaindhida,இசைந்திட,"இசைந்திட
"
3962,kondirundha,உறங்கிக்,"கொண்டிருந்த
"
3963,morrison,மோர்ரிஸன்,மோர்ரிச்்்
3964,nagappattinam,நாகப்பட்டினம்,"நாகப்பட்டினம்
"
3965,navas,நவாஸ்,"நவா்்
"
3966,kaathin,காதின்,"காதின்
"
3967,veetirkul,வீட்டிற்குள்,"வீடிற்குள்
"
3968,thiyagarajan,தியாகராஜன்,"தியகராஜன்
"
3969,randall,ராண்டால்,ரண்டல்்்
3970,haveli,ஹவேளி,"ஹவேலி
"
3971,theviyar,தேவியர்,"தேவியர்
"
3972,velichchathirkum,வெளிச்சத்திற்கும்,"வெளிச்சதிற்கும்
"
3973,kalyaanap,கல்யாணப்,"கல்யானப்
"
3974,hendricks,ஹென்ட்ரிக்ஸ்,ஹென்திக்க்்்
3975,satin,சாட்டீன்,"சடின்
"
3976,cooimbatoore,கோவை,கோய்ம்போரூர
3977,ivaithaan,இவைதான்,"இவைதான்
"
3978,poluthupokkaaka,பொழுதுபோக்காக,"பொலுதுப்கோகக
"
3979,pirathesaththukkullum,பிரதேசத்துக்குள்ளும்,"பிரதெசத்துக்குள்ளும்
"
3980,imilii,எமிலி,"இமிலி
"
3981,thigathigalil,திகதிகளில்,"திகதிகளில்
"
3982,amaiththirunthaan,அமைத்திருந்தான்,"அமைத்திருந்தான்
"
3983,padangalilum,படங்களிலும்,"படங்களிலும்
"
3984,oricon,ஓரிகான்,"ஒரிச்க்
"
3985,nigalvaip,நிகழ்வைப்,"நிகல்வைப்
"
3986,veliyittuullathu,வெளியிட்டுஉள்ளது,"வெளியிட்டுள்ளது
"
3987,ladakh,லடாக்,"லடக்
"
3988,poduvathu,போடுவது,"பொடுவது
"
3989,poole,பூலே,"பூலே
"
3990,samanana,சமனான,"சமனனா
"
3991,vaedhipporulkal,வேதிப்பொருட்கள்,"வேதிப்பொருள்கள்
"
3992,shrirampur,ஸ்ரீராம்புர்,"ஷ்ரீரா்்பூர்
"
3993,padhilai,பதிலை,"பதிலை
"
3994,seithukkondaargal,செய்துக்கொண்டார்கள்,"செய்துக்கொண்டார்கள்
"
3995,valakkugalum,வழக்குகளும்,"வலக்குகளும்
"
3996,yerinthu,எரிந்து,"யரரந்து
"
3997,ilamvayathileayea,இளம்வயதிலேயே,"இளம்வயதிலேயே
"
3998,kaneebaa,கனீபா,"கணீபா
"
3999,pukazhpettraar,புகழ்பெற்றார்,"புகழ்பெற்றார்
"
4000,iththittaththai,இத்திட்டத்தை,"இத்திட்டத்தை
"
4001,evaikalukku,இவைகளுக்கு,"எவைகளுக்கு
"
4002,koorinaal,கூறினாள்,"கூரினால்
"
4003,balaghat,பலகட்,பாலக்்்
4004,aetrtrukkondathu,ஏற்றுக்கொண்டது,"ஏற்றுக்கொண்டது
"
4005,kathirveechchin,கதிர்வீச்சின்,"கதிர்வீச்சின்
"
4006,shakopee,ஷேகோபீ,"ஷக்பபீ
"
4007,laajic,லாஜிக்,"லாஜிக்
"
